task_number,n_components,confidence_threshold,total_accuracy,total_threshold_accuracy,total_grams,total_above_threshold,total_threshold_correct,total_threshold_incorrect,normalized_accuracy
3,28,-10.0,0.17403749941497418,0.17403749941497418,645.8,645.8,112.0,533.8,0.20981641064068943
3,28,-6.0,0.15483849325770074,0.15366597859801606,645.8,626.2,107.6,518.6,0.20748168145005783
3,28,0.0,0.17460560058318247,0.0,645.8,0.0,0.0,0.0,
2,5,-inf,0.16857145282833594,0.16857145282833594,877.6,877.6,133.0,744.6,0.17861939296266452
2,5,-1000000.0,0.16589735342783812,0.16589735342783812,877.6,877.6,133.0,744.6,0.17861939296266452
2,5,-100000.0,0.16680509204263064,0.16680509204263064,877.6,877.6,133.0,744.6,0.17861939296266452
2,5,-10000.0,0.17426783911628346,0.17426783911628346,877.6,877.6,133.0,744.6,0.17861939296266452
2,5,-1000.0,0.16626565817473446,0.16626565817473446,877.6,877.6,133.0,744.6,0.17861939296266452
2,5,-100.0,0.1718362805774994,0.1718362805774994,877.6,877.6,133.0,744.6,0.17861939296266452
2,5,-15.0,0.17350326277634248,0.17350326277634248,877.6,877.6,133.0,744.6,0.17861939296266452
2,5,-10.0,0.16720090647505398,0.16720090647505398,877.6,877.6,133.0,744.6,0.17861939296266452
2,5,-6.0,0.1722391448179042,0.1725048741769617,877.6,836.6,126.8,709.8000000000001,0.17864187094956324
2,5,0.0,0.16511044218611004,0.0,877.6,0.0,0.0,0.0,
2,7,-inf,0.17570376814849606,0.17570376814849606,877.6,877.6,133.0,744.6,0.17861939296266452
2,7,-1000000.0,0.1680167999649461,0.1680167999649461,877.6,877.6,133.0,744.6,0.17861939296266452
2,7,-100000.0,0.1696061377129909,0.1696061377129909,877.6,877.6,133.0,744.6,0.17861939296266452
2,7,-10000.0,0.17379575924589075,0.17379575924589075,877.6,877.6,133.0,744.6,0.17861939296266452
2,7,-1000.0,0.1744938362252741,0.1744938362252741,877.6,877.6,133.0,744.6,0.17861939296266452
2,7,-100.0,0.16589494587135198,0.16589494587135198,877.6,877.6,133.0,744.6,0.17861939296266452
2,7,-15.0,0.17628154139869606,0.17628154139869606,877.6,877.6,133.0,744.6,0.17861939296266452
2,7,-10.0,0.16816317696381794,0.16816317696381794,877.6,877.6,133.0,744.6,0.17861939296266452
2,7,-6.0,0.17939057075803394,0.1803697325091052,877.6,859.8,130.4,729.4,0.17877707704962983
2,7,0.0,0.17725656935710332,0.0,877.6,0.0,0.0,0.0,
2,10,-inf,0.17227842567736573,0.17227842567736573,877.6,877.6,133.0,744.6,0.17861939296266452
2,10,-1000000.0,0.16739233943066506,0.16739233943066506,877.6,877.6,133.0,744.6,0.17861939296266452
2,10,-100000.0,0.1774696229900151,0.1774696229900151,877.6,877.6,133.0,744.6,0.17861939296266452
2,10,-10000.0,0.16846550466565086,0.16846550466565086,877.6,877.6,133.0,744.6,0.17861939296266452
2,10,-1000.0,0.16483030166059034,0.16483030166059034,877.6,877.6,133.0,744.6,0.17861939296266452
2,10,-100.0,0.18320851641842315,0.18320851641842315,877.6,877.6,133.0,744.6,0.17861939296266452
2,10,-15.0,0.17320268851625992,0.17320268851625992,877.6,877.6,133.0,744.6,0.17861939296266452
2,10,-10.0,0.17567383161163427,0.17567383161163427,877.6,877.6,133.0,744.6,0.17861939296266452
2,10,-6.0,0.16934377445885812,0.17147909914619533,877.6,853.2,130.4,722.8000000000001,0.18040951853901493
2,10,0.0,0.18320851641842312,0.0,877.6,0.0,0.0,0.0,
2,15,-inf,0.16800657506650052,0.16800657506650052,877.6,877.6,133.0,744.6,0.17861939296266452
2,15,-1000000.0,0.17324765716922727,0.17324765716922727,877.6,877.6,133.0,744.6,0.17861939296266452
2,15,-100000.0,0.17382638003139392,0.17382638003139392,877.6,877.6,133.0,744.6,0.17861939296266452
2,15,-10000.0,0.16961887043714047,0.16961887043714047,877.6,877.6,133.0,744.6,0.17861939296266452
2,15,-1000.0,0.1682965163283457,0.1682965163283457,877.6,877.6,133.0,744.6,0.17861939296266452
